City_ID,City,Country,Date,Longitude,Latitude,Max Temperature,Humidity,Cloudiness,Wind speed
383,tazmalt,DZ,1584297750,4.4,36.39,59.0,87,40,3.36
384,sao sebastiao,BR,1584297750,-45.41,-23.76,78.42,86,0,10.67
385,benguela,AO,1584297569,13.41,-12.58,80.6,83,75,4.7
386,koutiala,ML,1584297750,-5.46,12.39,96.24,17,100,2.51
387,tottori,JP,1584297514,134.23,35.5,37.92,74,99,13.27
388,comodoro rivadavia,AR,1584297750,-67.5,-45.87,77.0,36,0,13.87
389,suntar,RU,1584297750,117.63,62.14,29.46,95,100,7.29
390,nikolayevka,RU,1584297751,47.2,53.13,27.66,87,89,9.17
391,along,IN,1584297751,94.77,28.17,60.6,90,83,3.04
392,fukue,JP,1584297751,128.84,32.69,42.8,56,75,25.28
393,orahovac,XK,1584297751,20.65,42.4,37.0,74,75,17.22
394,tocopilla,CL,1584297495,-70.2,-22.09,76.08,36,0,10.04
395,ponta do sol,PT,1584297751,-17.1,32.67,62.6,63,40,14.99
396,hurghada,EG,1584297502,33.81,27.26,69.8,73,0,8.9
397,octeville,FR,1584297752,-1.64,49.63,46.99,87,40,6.93
398,bentiu,SS,1584297752,29.83,9.23,87.42,18,2,2.82
399,natal,BR,1584297752,-35.21,-5.79,82.4,78,75,11.41
400,ketchikan,US,1584297752,-131.65,55.34,37.4,51,1,13.87
401,balkhash,KZ,1584297752,74.98,46.84,38.1,72,81,8.97
402,sladkovo,RU,1584297752,70.34,55.53,34.68,78,100,27.47
403,foam lake,CA,1584297752,-103.53,51.65,13.8,89,100,4.68
404,khazar,RU,1584297753,48.33,42.0,46.2,78,98,4.83
405,constanta,RO,1584297618,28.65,44.18,39.2,50,84,10.29
406,sabha,LY,1584297753,14.43,27.04,69.78,14,0,4.65
407,vila velha,BR,1584297753,-40.29,-20.33,86.0,66,20,12.75
408,beringovskiy,RU,1584297753,179.32,63.05,20.46,93,0,7.58
409,kalashnikovo,RU,1584297753,35.23,57.28,25.5,68,6,4.63
410,kamenka,RU,1584297753,42.77,51.32,24.01,88,100,18.32
411,puerto madryn,AR,1584297754,-65.04,-42.77,77.52,18,0,14.83
412,shelburne,CA,1584297754,-80.2,44.08,37.99,29,1,3.36
413,the valley,AI,1584297466,-63.06,18.22,82.4,54,20,9.17
414,mazatlan,MX,1584297597,-106.42,23.22,82.4,58,75,11.41
415,fenoarivo,MG,1584297754,47.44,-18.93,64.4,93,75,8.05
416,slave lake,CA,1584297754,-114.77,55.28,5.0,60,20,2.24
417,kuloy,RU,1584297754,42.49,61.03,19.56,85,0,4.27
418,udachnyy,RU,1584297754,112.4,66.42,23.0,79,100,6.71
419,mutata,CO,1584297754,-76.44,7.24,85.26,55,83,4.29
420,muroto,JP,1584297755,134.15,33.28,37.02,76,47,10.33
421,pinawa,CA,1584297755,-95.88,50.15,27.12,76,100,5.88
422,shetpe,KZ,1584297755,52.12,44.17,46.38,48,29,9.71
423,ouesso,CG,1584297755,16.05,1.61,80.04,63,100,2.93
424,palana,RU,1584297755,159.97,59.12,8.94,75,100,6.53
425,owando,CG,1584297755,15.9,-0.48,82.92,63,82,0.69
426,nanortalik,GL,1584297755,-45.24,60.14,24.78,73,100,15.64
427,eyl,SO,1584297756,49.82,7.98,79.68,81,0,13.29
428,acarau,BR,1584297680,-40.12,-2.89,83.64,81,57,6.38
429,ndele,CF,1584297756,20.65,8.41,85.8,18,37,2.53
430,neryungri,RU,1584297756,124.65,56.67,4.08,87,62,3.29
431,broome,US,1584297756,-75.83,42.25,44.01,25,1,16.11
432,maniitsoq,GL,1584297756,-52.9,65.42,5.34,61,0,16.53
433,husavik,IS,1584297756,-17.34,66.04,28.4,68,40,40.26
434,ismailia,EG,1584297756,32.27,30.6,69.6,50,51,6.6
435,talaya,RU,1584297757,152.75,61.38,-17.16,98,0,2.89
436,lompoc,US,1584297678,-120.46,34.64,59.0,62,90,19.46
437,chernyshevskiy,RU,1584297757,112.47,63.01,28.92,95,100,8.57
438,tuatapere,NZ,1584297757,167.68,-46.13,53.01,92,95,10.0
439,okha,RU,1584297757,142.95,53.57,-3.12,92,50,11.7
440,cochrane,CA,1584297709,-114.47,51.18,10.0,54,20,5.82
441,karacabey,TR,1584297757,28.4,40.22,44.6,81,75,36.91
442,mandalgovi,MN,1584297757,106.27,45.76,28.74,56,0,14.79
443,naze,JP,1584297758,129.48,28.37,60.8,51,0,21.92
444,mikhaylovskoye,RU,1584297758,79.72,51.82,36.66,85,100,17.02
445,guiratinga,BR,1584297758,-53.76,-16.35,92.1,50,9,1.97
446,svecha,RU,1584297758,47.52,58.28,17.94,92,35,6.02
447,baicheng,CN,1584297758,122.82,45.62,18.3,30,0,9.91
448,ovsyanka,RU,1584297758,92.55,55.96,39.2,60,40,6.71
449,giovinazzo,IT,1584297758,16.67,41.19,55.0,66,38,11.41
450,shitanjing,CN,1584297758,106.34,39.23,40.62,21,100,2.73
451,coolum beach,AU,1584297759,153.1,-26.53,69.01,73,93,3.0
452,tabuk,PH,1584297593,121.44,17.42,69.6,87,98,7.92
453,mastic beach,US,1584297665,-72.85,40.77,52.0,31,1,8.05
454,fujin,CN,1584297759,132.03,47.26,13.26,73,34,9.91
455,lakhdenpokhya,RU,1584297759,30.2,61.52,34.0,69,94,12.8
456,prince george,CA,1584297562,-122.75,53.92,15.01,55,1,2.24
457,oroville,US,1584297759,-121.56,39.51,51.01,76,90,11.41
458,varna,BG,1584297759,27.92,43.22,37.4,51,100,5.82
459,gravdal,NO,1584297760,13.5,68.12,32.0,63,20,5.82
460,sao joao da barra,BR,1584297760,-41.05,-21.64,86.0,58,8,16.11
461,hirado,JP,1584297760,129.55,33.36,42.8,56,75,25.28
462,emerald,AU,1584297760,148.17,-23.53,69.01,72,0,9.17
463,valparaiso,CL,1584297556,-71.63,-33.04,68.0,56,0,8.05
464,price,US,1584297760,-110.81,39.6,48.0,65,40,6.93
465,saldanha,ZA,1584297760,17.94,-33.01,65.64,70,83,26.06
466,chipinge,ZW,1584297760,32.62,-20.19,72.66,63,8,6.89
467,sikasso,ML,1584297761,-7.0,10.92,96.06,12,100,0.78
468,manyana,BW,1584297761,21.72,-23.4,77.88,34,45,2.75
469,kichmengskiy gorodok,RU,1584297761,45.79,59.98,18.3,90,96,3.33
470,corsicana,US,1584297761,-96.47,32.1,60.8,82,90,9.17
471,qasigiannguit,GL,1584297761,-51.19,68.82,-5.8,39,20,10.29
472,kenai,US,1584297761,-151.26,60.55,15.01,76,1,3.36
473,tommot,RU,1584297761,126.29,58.96,11.82,96,100,1.61
474,russell,US,1584297759,-85.2,32.35,82.0,56,75,4.7
475,saint anthony,US,1584297762,-93.22,45.02,39.0,55,75,8.05
476,nova olimpia,BR,1584297762,-57.29,-14.8,91.2,56,73,2.62
477,gergebil,RU,1584297762,47.07,42.5,46.4,75,90,2.24
478,santa cruz,BO,1584297762,-63.17,-17.8,96.8,44,75,11.41
479,alanya,TR,1584297762,32.0,36.54,59.0,93,75,1.12
480,kirksville,US,1584297742,-92.58,40.19,35.6,74,90,6.93
481,jesus carranza,MX,1584297762,-95.03,17.43,85.98,59,4,6.96
482,xinqing,CN,1584297763,129.5,48.23,7.68,97,85,3.83
483,thyboron,DK,1584297763,8.21,56.7,46.99,69,100,10.0
484,san patricio,MX,1584297763,-104.7,19.22,86.0,79,20,11.41
485,manta,EC,1584297763,-80.73,-0.95,84.2,79,20,6.93
486,kljuc,BA,1584297763,16.77,44.53,37.4,55,0,2.24
487,sydney,AU,1584297631,151.21,-33.87,62.6,93,75,14.99
488,ancud,CL,1584297764,-73.82,-41.87,66.2,55,20,11.41
489,boa vista,BR,1584297764,-60.67,2.82,93.2,44,75,6.93
490,shakiso,ET,1584297764,38.92,5.75,66.0,82,62,2.15
491,alugan,PH,1584297764,125.48,12.22,76.98,77,21,8.7
492,kembe,CF,1584297764,21.89,4.62,79.32,65,79,2.86
493,soyo,AO,1584297764,12.37,-6.13,84.2,89,75,5.82
494,srandakan,ID,1584297764,110.25,-7.94,75.9,85,100,3.94
495,tatawin,TN,1584297479,10.45,32.93,68.0,40,21,6.93
496,kungurtug,RU,1584297765,97.52,50.6,18.12,77,99,5.37
497,portland,US,1584297486,-122.68,45.52,43.0,48,40,24.16
498,grindavik,IS,1584297765,-22.43,63.84,35.6,69,90,27.51
499,ingleside,US,1584297706,-97.21,27.88,82.99,78,40,13.87
500,jiwani,PK,1584297765,61.74,25.05,73.2,70,97,3.18
501,langarud,IR,1584297765,50.15,37.2,55.4,82,84,1.79
502,yeppoon,AU,1584297765,150.73,-23.13,71.6,78,4,5.82
503,sao jose de ribamar,BR,1584297766,-44.05,-2.56,80.6,83,40,9.17
504,turukhansk,RU,1584297766,87.98,65.82,-9.96,97,96,5.3
505,priargunsk,RU,1584297766,119.1,50.37,0.48,95,68,5.19
506,nizwa,OM,1584297766,57.53,22.93,64.92,31,17,8.68
507,port-gentil,GA,1584297766,8.78,-0.72,84.2,83,40,9.17
508,shumikha,RU,1584297766,63.3,55.23,30.9,86,52,14.14
509,itaituba,BR,1584297766,-55.98,-4.28,84.2,74,75,5.53
510,fatsa,TR,1584297715,37.5,41.03,46.4,100,75,10.29
511,cabot,US,1584297767,-92.02,34.97,48.99,76,90,12.75
512,puro,PH,1584297767,123.38,12.48,75.9,76,0,5.19
513,korgen,NO,1584297767,13.82,66.08,32.0,97,90,2.24
514,lithakia,GR,1584297767,20.83,37.72,60.8,77,40,11.41
515,colares,PT,1584297767,-9.45,38.8,55.99,71,75,23.04
516,fomboni,KM,1584297767,43.74,-12.28,84.36,76,74,11.32
517,nador,MA,1584297648,-2.93,35.17,60.8,82,75,4.7
518,kapoeta,SS,1584297768,33.59,4.77,87.24,47,90,1.88
519,kangasala,FI,1584297768,24.08,61.46,37.4,80,90,20.8
520,deer lake,CA,1584297704,-57.43,49.17,32.0,81,75,8.05
521,rimini,IT,1584297768,12.52,44.02,51.8,49,0,1.12
522,dabola,GN,1584297768,-11.12,10.75,95.16,11,66,2.68
523,pocao de pedras,BR,1584297768,-44.85,-4.67,82.74,88,89,3.58
524,kenora,CA,1584297769,-94.43,49.82,26.6,45,90,8.05
525,kavaratti,IN,1584297769,72.64,10.57,83.1,69,1,7.18
526,krosno odrzanskie,PL,1584297769,15.1,52.05,46.4,36,83,6.93
527,kismayo,SO,1584297769,42.55,-0.36,82.92,80,58,13.51
528,khromtau,KZ,1584297769,58.43,50.25,26.94,91,7,3.96
529,hailey,US,1584297553,-114.32,43.52,35.6,93,90,4.7
530,banda aceh,ID,1584297769,95.32,5.56,75.72,93,100,5.26
531,labuan,MY,1584297769,115.24,5.28,80.6,83,75,8.05
532,dakar,SN,1584297743,-17.44,14.69,80.6,73,1,16.11
533,goderich,CA,1584297770,-81.72,43.75,39.99,45,0,4.0
534,kalmar,SE,1584297770,16.36,56.66,44.6,70,75,16.11
535,gardez,AF,1584297770,69.23,33.6,42.78,43,100,7.67
536,bonavista,CA,1584297770,-53.11,48.65,30.99,79,66,11.99
537,mombasa,KE,1584297770,39.66,-4.05,80.22,85,100,5.19
538,sobolevo,RU,1584297770,31.9,54.43,26.94,57,0,7.07
539,karakol,KG,1584297770,78.39,42.49,28.74,48,0,8.34
540,altar,MX,1584297770,-111.82,30.7,68.0,50,50,4.0
541,russi,IT,1584297771,12.03,44.37,51.8,49,0,1.12
542,shemysheyka,RU,1584297771,45.39,52.89,32.0,61,98,9.86
543,alofi,NU,1584297771,-169.92,-19.06,75.2,94,100,1.12
544,kruisfontein,ZA,1584297771,24.73,-34.0,60.96,90,100,6.53
545,nokaneng,BW,1584297771,22.27,-19.67,78.96,58,56,6.22
546,lake city,US,1584297771,-82.64,30.19,90.0,39,40,3.36
547,tomatlan,MX,1584297771,-105.25,19.93,91.02,39,74,5.59
548,adre,TD,1584297771,22.2,13.47,80.94,13,11,9.01
549,sfantu gheorghe,RO,1584297771,25.78,45.87,33.01,48,13,4.23
550,cabo rojo,PR,1584297772,-67.15,18.09,87.01,56,40,17.22
551,mount gambier,AU,1584297772,140.77,-37.83,44.6,93,0,5.82
552,dulce nombre,HN,1584297772,-88.83,14.85,76.08,67,62,5.37
553,rawson,AR,1584297772,-65.1,-43.3,65.64,51,17,15.5
554,loding,NO,1584297772,14.75,67.3,30.2,92,90,2.24
555,marsh harbour,BS,1584297772,-77.06,26.54,73.38,69,0,8.7
556,nsanje,MW,1584297772,35.26,-16.92,76.08,81,0,5.88
557,touho,NC,1584297773,165.23,-20.78,73.02,94,100,8.3
558,newtownards,GB,1584297773,-5.69,54.59,44.6,70,1,9.17
559,linxia,CN,1584297543,103.21,35.6,26.22,90,100,4.05
560,molagavita,CO,1584297773,-72.81,6.67,78.8,83,40,6.93
561,ostrov,RU,1584297773,28.35,57.34,32.0,71,0,6.71
562,masterton,NZ,1584297774,175.66,-40.96,61.0,78,50,4.12
563,manicore,BR,1584297774,-61.3,-5.81,87.8,70,20,2.24
564,catmondaan,PH,1584297774,124.01,10.69,78.8,78,40,6.93
565,krasnyy luch,UA,1584297774,38.94,48.14,30.18,40,81,8.66
566,mairana,BO,1584297774,-63.93,-18.12,78.06,56,26,5.39
